1.076660156250000000e+02,1.150754809951023461e+01,2.900752834467120351e+02,1.674817458726140273e+02,0.000000000000000000e+00
1.291992187500000000e+02,1.361943040975583941e+01,1.043388662131519311e+02,6.024677514574968029e+01,0.000000000000000000e+00
1.230468750000000000e+02,9.907322241993426815e+00,1.176555102040816081e+02,6.793514318081582815e+01,0.000000000000000000e+00
1.123471467391304373e+02,1.982598179158885543e+01,5.049179138321995453e+01,2.915815160003943163e+01,0.000000000000000000e+00
7.382812500000000000e+01,1.328238054370386045e+01,1.927256235827664455e+02,1.112768934768960065e+02,0.000000000000000000e+00
1.359991776315789593e+02,8.106756459811808924e+00,8.024816326530611832e+01,4.633800120191804695e+01,0.000000000000000000e+00
8.335433467741935942e+01,2.615918465329396270e+01,1.103644444444444588e+02,6.372564437996599906e+01,0.000000000000000000e+00
1.614990234375000000e+02,2.349858764091767327e+01,2.143550113378684898e+02,1.237646263400810795e+02,0.000000000000000000e+00
1.076660156250000000e+02,5.354720351644062681e+00,1.099348752834467149e+02,6.347763250785102684e+01,0.000000000000000000e+00
1.033593750000000000e+02,2.214622982343757229e+01,1.095285260770975100e+02,6.324302668286747320e+01,0.000000000000000000e+00
1.435546875000000000e+02,2.024071808374633008e+01,4.492016326530612105e+02,2.593533864695774582e+02,0.000000000000000000e+00
1.033593750000000000e+02,1.165649344526891262e+01,9.939301587301586949e+01,5.739128710194761851e+01,0.000000000000000000e+00
1.435546875000000000e+02,6.072170246802502724e+00,7.265523809523809007e+01,4.195422376038470702e+01,1.000000000000000000e+00
1.230468750000000000e+02,7.313212723413307970e+00,3.250561451247165792e+02,1.876779557933294882e+02,1.000000000000000000e+00
1.230468750000000000e+02,0.000000000000000000e+00,1.288243083900226793e+02,7.438345184866078341e+01,1.000000000000000000e+00
1.845703125000000000e+02,1.404567375369122573e+01,9.602612244897959215e+01,5.544741026352436819e+01,1.000000000000000000e+00
9.228515625000000000e+01,2.119815808917792666e+01,1.969052154195011539e+01,1.137502896129956298e+01,1.000000000000000000e+00
1.722656250000000000e+02,2.846040255031365973e+01,3.539882086167800423e+01,2.044422067816223887e+01,1.000000000000000000e+00
1.722656250000000000e+02,2.547704175248006564e+01,9.954394557823128764e+01,5.747842640847588314e+01,1.000000000000000000e+00
7.830255681818181301e+01,1.438255577168177624e+01,6.290285714285715102e+01,3.632368390928437663e+01,1.000000000000000000e+00
